chromosome	start	end	width	test	ref
Chr09	26400001	26410000	10000	80	335
Chr09	26405001	26415000	10000	87	312
Chr09	26410001	26420000	10000	143	359
Chr09	26415001	26425000	10000	220	383
Chr09	26420001	26430000	10000	154	343
Chr09	26425001	26435000	10000	79	403
Chr09	26430001	26440000	10000	83	484
Chr09	26435001	26445000	10000	44	403
Chr09	26440001	26450000	10000	68	346
Chr09	26445001	26455000	10000	77	295
Chr09	26450001	26460000	10000	67	280
Chr09	26455001	26465000	10000	56	297
Chr09	26460001	26470000	10000	37	304
Chr09	26465001	26475000	10000	84	340
Chr09	26470001	26480000	10000	127	211
Chr09	26475001	26485000	10000	105	109
Chr09	26480001	26490000	10000	78	304
Chr09	26485001	26495000	10000	79	353
Chr09	26490001	26500000	10000	71	273
Chr09	26495001	26505000	10000	58	359
Chr09	26500001	26510000	10000	253	477
Chr09	26505001	26515000	10000	325	429
Chr09	26510001	26520000	10000	128	315
Chr09	26515001	26525000	10000	69	214
Chr09	26520001	26530000	10000	53	211
Chr09	26525001	26535000	10000	110	369
Chr09	26530001	26540000	10000	129	377
Chr09	26535001	26545000	10000	52	291
Chr09	26540001	26550000	10000	95	329
Chr09	26545001	26555000	10000	152	298
Chr09	26550001	26560000	10000	162	194
Chr09	26555001	26565000	10000	129	136
Chr09	26560001	26570000	10000	63	155
Chr09	26565001	26575000	10000	29	271
Chr09	26570001	26580000	10000	11	297
Chr09	26575001	26585000	10000	5	238
Chr09	26580001	26590000	10000	3	207
Chr09	26585001	26595000	10000	1	236
Chr09	26590001	26600000	10000	7	322
Chr09	26595001	26605000	10000	29	395
Chr09	26600001	26610000	10000	48	417
Chr09	26605001	26615000	10000	33	374
Chr09	26610001	26620000	10000	16	293
Chr09	26615001	26625000	10000	51	343
Chr09	26620001	26630000	10000	73	409
Chr09	26625001	26635000	10000	59	433
Chr09	26630001	26640000	10000	55	395
Chr09	26635001	26645000	10000	41	315
Chr09	26640001	26650000	10000	80	315
Chr09	26645001	26655000	10000	78	325
Chr09	26650001	26660000	10000	20	337
Chr09	26655001	26665000	10000	16	335
Chr09	26660001	26670000	10000	22	295
Chr09	26665001	26675000	10000	23	244
Chr09	26670001	26680000	10000	21	262
Chr09	26675001	26685000	10000	49	334
Chr09	26680001	26690000	10000	61	327
Chr09	26685001	26695000	10000	74	387
Chr09	26690001	26700000	10000	90	395
Chr09	26695001	26705000	10000	139	377
Chr09	26700001	26710000	10000	121	355
Chr09	26705001	26715000	10000	41	259
Chr09	26710001	26720000	10000	50	294
Chr09	26715001	26725000	10000	106	418
Chr09	26720001	26730000	10000	126	471
Chr09	26725001	26735000	10000	171	526
Chr09	26730001	26740000	10000	167	453
Chr09	26735001	26745000	10000	102	351
Chr09	26740001	26750000	10000	93	373
Chr09	26745001	26755000	10000	111	285
Chr09	26750001	26760000	10000	198	323
Chr09	26755001	26765000	10000	146	304
Chr09	26760001	26770000	10000	54	209
Chr09	26765001	26775000	10000	123	339
Chr09	26770001	26780000	10000	148	462
Chr09	26775001	26785000	10000	98	367
Chr09	26780001	26790000	10000	54	210
Chr09	26785001	26795000	10000	336	501
Chr09	26790001	26800000	10000	324	418
Chr09	26795001	26805000	10000	2	1
Chr09	26800001	26810000	10000	163	204
Chr09	26805001	26815000	10000	541	707
Chr09	26810001	26820000	10000	602	855
Chr09	26815001	26825000	10000	239	460
Chr09	26820001	26830000	10000	42	286
Chr09	26825001	26835000	10000	108	438
Chr09	26830001	26840000	10000	228	509
Chr09	26835001	26845000	10000	308	527
Chr09	26840001	26850000	10000	192	387
Chr09	26845001	26855000	10000	39	157
Chr09	26850001	26860000	10000	13	126
Chr09	26855001	26865000	10000	40	223
Chr09	26860001	26870000	10000	50	350
Chr09	26865001	26875000	10000	111	474
Chr09	26870001	26880000	10000	133	484
Chr09	26875001	26885000	10000	151	518
Chr09	26880001	26890000	10000	137	458
Chr09	26885001	26895000	10000	37	268
Chr09	26890001	26900000	10000	37	234
Chr09	26895001	26905000	10000	30	259
Chr09	26900001	26910000	10000	52	299
Chr09	26905001	26915000	10000	78	247
Chr09	26910001	26920000	10000	74	158
Chr09	26915001	26925000	10000	162	329
Chr09	26920001	26930000	10000	132	373
Chr09	26925001	26935000	10000	21	211
Chr09	26930001	26940000	10000	40	138
Chr09	26935001	26945000	10000	64	78
Chr09	26940001	26950000	10000	117	117
Chr09	26945001	26955000	10000	133	224
Chr09	26950001	26960000	10000	111	289
Chr09	26955001	26965000	10000	212	491
Chr09	26960001	26970000	10000	253	670
Chr09	26965001	26975000	10000	258	687
Chr09	26970001	26980000	10000	495	734
Chr09	26975001	26985000	10000	629	627
Chr09	26980001	26990000	10000	438	428
Chr09	26985001	26995000	10000	277	307
Chr09	26990001	27000000	10000	300	306
Chr09	26995001	27005000	10000	332	336
Chr09	27000001	27010000	10000	369	371
Chr09	27005001	27015000	10000	564	601
Chr09	27010001	27020000	10000	623	610
Chr09	27015001	27025000	10000	313	248
Chr09	27020001	27030000	10000	161	139
Chr09	27025001	27035000	10000	450	419
Chr09	27030001	27040000	10000	619	557
Chr09	27035001	27045000	10000	954	940
Chr09	27040001	27050000	10000	815	853
Chr09	27045001	27055000	10000	284	326
Chr09	27050001	27060000	10000	551	543
Chr09	27055001	27065000	10000	680	646
Chr09	27060001	27070000	10000	433	443
Chr09	27065001	27075000	10000	316	331
Chr09	27070001	27080000	10000	483	448
Chr09	27075001	27085000	10000	607	534
Chr09	27080001	27090000	10000	275	244
Chr09	27085001	27095000	10000	312	310
Chr09	27090001	27100000	10000	480	439
Chr09	27095001	27105000	10000	293	263
Chr09	27100001	27110000	10000	230	255
Chr09	27105001	27115000	10000	249	268
Chr09	27110001	27120000	10000	268	243
Chr09	27115001	27125000	10000	161	120
Chr09	27120001	27130000	10000	67	73
Chr09	27125001	27135000	10000	253	249
Chr09	27130001	27140000	10000	316	264
Chr09	27135001	27145000	10000	117	86
Chr09	27140001	27150000	10000	61	55
Chr09	27145001	27155000	10000	86	67
Chr09	27150001	27160000	10000	90	63
Chr09	27155001	27165000	10000	138	125
Chr09	27160001	27170000	10000	194	194
Chr09	27165001	27175000	10000	419	394
Chr09	27170001	27180000	10000	931	859
Chr09	27175001	27185000	10000	1048	964
Chr09	27180001	27190000	10000	975	881
Chr09	27185001	27195000	10000	792	755
Chr09	27190001	27200000	10000	470	471
Chr09	27195001	27205000	10000	609	644
Chr09	27200001	27210000	10000	503	559
Chr09	27205001	27215000	10000	165	157
Chr09	27210001	27220000	10000	230	211
Chr09	27215001	27225000	10000	425	450
Chr09	27220001	27230000	10000	652	732
Chr09	27225001	27235000	10000	576	634
Chr09	27230001	27240000	10000	308	361
Chr09	27235001	27245000	10000	266	301
Chr09	27240001	27250000	10000	298	244
Chr09	27245001	27255000	10000	289	245
Chr09	27250001	27260000	10000	240	246
Chr09	27255001	27265000	10000	273	272
Chr09	27260001	27270000	10000	490	458
Chr09	27265001	27275000	10000	1005	939
Chr09	27270001	27280000	10000	1354	1351
Chr09	27275001	27285000	10000	758	791
Chr09	27280001	27290000	10000	636	609
Chr09	27285001	27295000	10000	701	682
Chr09	27290001	27300000	10000	221	215
Chr09	27295001	27305000	10000	79	67
Chr09	27300001	27310000	10000	580	537
Chr09	27305001	27315000	10000	868	803
Chr09	27310001	27320000	10000	665	648
Chr09	27315001	27325000	10000	766	780
Chr09	27320001	27330000	10000	474	480
Chr09	27325001	27335000	10000	218	201
Chr09	27330001	27340000	10000	277	257
Chr09	27335001	27345000	10000	269	220
Chr09	27340001	27350000	10000	888	832
Chr09	27345001	27355000	10000	1221	1216
Chr09	27350001	27360000	10000	756	759
Chr09	27355001	27365000	10000	714	628
Chr09	27360001	27370000	10000	818	741
Chr09	27365001	27375000	10000	543	542
Chr09	27370001	27380000	10000	400	377
Chr09	27375001	27385000	10000	459	399
Chr09	27380001	27390000	10000	524	504
Chr09	27385001	27395000	10000	608	599
Chr09	27390001	27400000	10000	509	462
Chr09	27395001	27405000	10000	283	264
Chr09	27400001	27410000	10000	105	113
Chr09	27405001	27415000	10000	332	325
Chr09	27410001	27420000	10000	823	757
Chr09	27415001	27425000	10000	1056	999
Chr09	27420001	27430000	10000	777	737
Chr09	27425001	27435000	10000	1343	1359
Chr09	27430001	27440000	10000	1333	1333
Chr09	27435001	27445000	10000	444	362
Chr09	27440001	27450000	10000	195	160
Chr09	27445001	27455000	10000	247	238
Chr09	27450001	27460000	10000	881	916
Chr09	27455001	27465000	10000	2346	2297
Chr09	27460001	27470000	10000	1975	1848
Chr09	27465001	27475000	10000	618	570
Chr09	27470001	27480000	10000	1095	1049
Chr09	27475001	27485000	10000	1132	1091
Chr09	27480001	27490000	10000	728	720
Chr09	27485001	27495000	10000	440	427
Chr09	27490001	27500000	10000	104	90
Chr09	27495001	27505000	10000	65	41
Chr09	27500001	27510000	10000	204	160
Chr09	27505001	27515000	10000	224	180
Chr09	27510001	27520000	10000	85	61
Chr09	27515001	27525000	10000	0	0
Chr09	27520001	27530000	10000	0	0
Chr09	27525001	27535000	10000	0	0
Chr09	27530001	27540000	10000	0	0
Chr09	27535001	27545000	10000	0	0
Chr09	27540001	27550000	10000	0	0
Chr09	27545001	27555000	10000	0	0
Chr09	27550001	27560000	10000	0	0
Chr09	27555001	27565000	10000	0	0
Chr09	27560001	27570000	10000	0	0
Chr09	27565001	27575000	10000	0	0
Chr09	27570001	27580000	10000	0	0
Chr09	27575001	27585000	10000	0	0
Chr09	27580001	27590000	10000	0	0
Chr09	27585001	27595000	10000	0	0
Chr09	27590001	27600000	10000	0	0
Chr09	27595001	27605000	10000	0	0
Chr09	27600001	27610000	10000	0	0
Chr09	27605001	27615000	10000	0	0
Chr09	27610001	27620000	10000	0	0
Chr09	27615001	27625000	10000	0	0
Chr09	27620001	27630000	10000	0	0
Chr09	27625001	27635000	10000	0	0
Chr09	27630001	27640000	10000	0	0
Chr09	27635001	27645000	10000	0	0
Chr09	27640001	27650000	10000	0	0
Chr09	27645001	27655000	10000	0	0
Chr09	27650001	27660000	10000	0	0
Chr09	27655001	27665000	10000	0	0
Chr09	27660001	27670000	10000	0	0
Chr09	27665001	27675000	10000	0	0
Chr09	27670001	27680000	10000	0	0
Chr09	27675001	27685000	10000	0	0
Chr09	27680001	27690000	10000	0	0
Chr09	27685001	27695000	10000	0	0
Chr09	27690001	27700000	10000	0	0
Chr09	27695001	27705000	10000	0	0
Chr09	27700001	27710000	10000	0	0
Chr09	27705001	27715000	10000	0	0
Chr09	27710001	27720000	10000	0	0
Chr09	27715001	27725000	10000	0	0
Chr09	27720001	27730000	10000	0	0
Chr09	27725001	27735000	10000	0	0
Chr09	27730001	27740000	10000	0	0
Chr09	27735001	27745000	10000	0	0
Chr09	27740001	27750000	10000	0	0
Chr09	27745001	27755000	10000	0	0
Chr09	27750001	27760000	10000	0	0
Chr09	27755001	27765000	10000	0	0
Chr09	27760001	27770000	10000	0	0
Chr09	27765001	27775000	10000	0	0
Chr09	27770001	27780000	10000	0	0
Chr09	27775001	27785000	10000	0	0
Chr09	27780001	27790000	10000	0	0
Chr09	27785001	27795000	10000	0	0
Chr09	27790001	27800000	10000	0	0
Chr09	27795001	27805000	10000	0	0
Chr09	27800001	27810000	10000	0	0
Chr09	27805001	27815000	10000	0	0
Chr09	27810001	27820000	10000	0	0
Chr09	27815001	27825000	10000	0	0
Chr09	27820001	27830000	10000	0	0
Chr09	27825001	27835000	10000	0	0
Chr09	27830001	27840000	10000	0	0
Chr09	27835001	27845000	10000	0	0
Chr09	27840001	27850000	10000	0	0
Chr09	27845001	27855000	10000	0	0
Chr09	27850001	27860000	10000	0	0
Chr09	27855001	27865000	10000	0	0
Chr09	27860001	27870000	10000	0	0
Chr09	27865001	27875000	10000	0	0
Chr09	27870001	27880000	10000	0	0
Chr09	27875001	27885000	10000	0	0
Chr09	27880001	27890000	10000	0	0
Chr09	27885001	27895000	10000	0	0
Chr09	27890001	27900000	10000	0	0
Chr09	27895001	27905000	10000	0	0
Chr09	27900001	27910000	10000	0	0
Chr09	27905001	27915000	10000	0	0
Chr09	27910001	27920000	10000	0	0
Chr09	27915001	27925000	10000	0	0
Chr09	27920001	27930000	10000	0	0
Chr09	27925001	27935000	10000	0	0
Chr09	27930001	27940000	10000	0	0
Chr09	27935001	27945000	10000	0	0
Chr09	27940001	27950000	10000	0	0
Chr09	27945001	27955000	10000	0	0
Chr09	27950001	27960000	10000	0	0
Chr09	27955001	27965000	10000	0	0
Chr09	27960001	27970000	10000	0	0
Chr09	27965001	27975000	10000	0	0
Chr09	27970001	27980000	10000	0	0
Chr09	27975001	27985000	10000	0	0
Chr09	27980001	27990000	10000	0	0
Chr09	27985001	27995000	10000	0	0
Chr09	27990001	28000000	10000	0	0
Chr09	27995001	28005000	10000	0	0
Chr09	28000001	28010000	10000	0	0
Chr09	28005001	28015000	10000	0	0
Chr09	28010001	28020000	10000	0	0
Chr09	28015001	28025000	10000	0	0
Chr09	28020001	28030000	10000	0	0
Chr09	28025001	28035000	10000	0	0
Chr09	28030001	28040000	10000	0	0
Chr09	28035001	28045000	10000	0	0
Chr09	28040001	28050000	10000	0	0
Chr09	28045001	28055000	10000	0	0
Chr09	28050001	28060000	10000	0	0
Chr09	28055001	28065000	10000	0	0
Chr09	28060001	28070000	10000	0	0
Chr09	28065001	28075000	10000	0	0
Chr09	28070001	28080000	10000	0	0
Chr09	28075001	28085000	10000	0	0
Chr09	28080001	28090000	10000	0	0
Chr09	28085001	28095000	10000	0	0
Chr09	28090001	28100000	10000	0	0
Chr09	28095001	28105000	10000	0	0
Chr09	28100001	28110000	10000	0	0
Chr09	28105001	28115000	10000	0	0
Chr09	28110001	28120000	10000	0	0
Chr09	28115001	28125000	10000	0	0
Chr09	28120001	28130000	10000	0	0
Chr09	28125001	28135000	10000	0	0
Chr09	28130001	28140000	10000	0	0
Chr09	28135001	28145000	10000	0	0
Chr09	28140001	28150000	10000	0	0
Chr09	28145001	28155000	10000	0	0
Chr09	28150001	28160000	10000	0	0
Chr09	28155001	28165000	10000	0	0
Chr09	28160001	28170000	10000	0	0
Chr09	28165001	28175000	10000	0	0
Chr09	28170001	28180000	10000	0	0
Chr09	28175001	28185000	10000	0	0
Chr09	28180001	28190000	10000	0	0
Chr09	28185001	28195000	10000	0	0
Chr09	28190001	28200000	10000	0	0
Chr09	28195001	28205000	10000	0	0
Chr09	28200001	28210000	10000	0	0
Chr09	28205001	28215000	10000	0	0
Chr09	28210001	28220000	10000	0	0
Chr09	28215001	28225000	10000	0	0
Chr09	28220001	28230000	10000	0	0
Chr09	28225001	28235000	10000	0	0
Chr09	28230001	28240000	10000	0	0
Chr09	28235001	28245000	10000	0	0
Chr09	28240001	28250000	10000	0	0
Chr09	28245001	28255000	10000	0	0
Chr09	28250001	28260000	10000	0	0
Chr09	28255001	28265000	10000	0	0
Chr09	28260001	28270000	10000	0	0
Chr09	28265001	28275000	10000	0	0
Chr09	28270001	28280000	10000	0	0
Chr09	28275001	28285000	10000	0	0
Chr09	28280001	28290000	10000	0	0
Chr09	28285001	28295000	10000	0	0
Chr09	28290001	28300000	10000	0	0
Chr09	28295001	28305000	10000	0	0
Chr09	28300001	28310000	10000	0	0
Chr09	28305001	28315000	10000	0	0
Chr09	28310001	28320000	10000	0	0
Chr09	28315001	28325000	10000	0	0
Chr09	28320001	28330000	10000	0	0
Chr09	28325001	28335000	10000	0	0
Chr09	28330001	28340000	10000	0	0
Chr09	28335001	28345000	10000	0	0
Chr09	28340001	28350000	10000	0	0
Chr09	28345001	28355000	10000	0	0
Chr09	28350001	28360000	10000	0	0
Chr09	28355001	28365000	10000	0	0
Chr09	28360001	28370000	10000	0	0
Chr09	28365001	28375000	10000	0	0
Chr09	28370001	28380000	10000	0	0
Chr09	28375001	28385000	10000	0	0
Chr09	28380001	28390000	10000	0	0
Chr09	28385001	28395000	10000	0	0
Chr09	28390001	28400000	10000	0	0
Chr09	28395001	28405000	10000	0	0
Chr09	28400001	28410000	10000	0	0
Chr09	28405001	28415000	10000	0	0
Chr09	28410001	28420000	10000	0	0
Chr09	28415001	28425000	10000	0	0
Chr09	28420001	28430000	10000	0	0
Chr09	28425001	28435000	10000	0	0
Chr09	28430001	28440000	10000	0	0
Chr09	28435001	28445000	10000	0	0
Chr09	28440001	28450000	10000	0	0
Chr09	28445001	28455000	10000	0	0
Chr09	28450001	28460000	10000	0	0
Chr09	28455001	28465000	10000	0	0
Chr09	28460001	28470000	10000	0	0
Chr09	28465001	28475000	10000	0	0
Chr09	28470001	28480000	10000	0	0
Chr09	28475001	28485000	10000	0	0
Chr09	28480001	28490000	10000	0	0
Chr09	28485001	28495000	10000	0	0
Chr09	28490001	28500000	10000	0	0
Chr09	28495001	28505000	10000	0	0
Chr09	28500001	28510000	10000	0	0
Chr09	28505001	28515000	10000	0	0
Chr09	28510001	28520000	10000	0	0
Chr09	28515001	28525000	10000	0	0
Chr09	28520001	28530000	10000	0	0
Chr09	28525001	28535000	10000	0	0
Chr09	28530001	28540000	10000	0	0
Chr09	28535001	28545000	10000	0	0
Chr09	28540001	28550000	10000	0	0
Chr09	28545001	28555000	10000	0	0
Chr09	28550001	28560000	10000	0	0
Chr09	28555001	28565000	10000	0	0
Chr09	28560001	28570000	10000	0	0
Chr09	28565001	28575000	10000	0	0
Chr09	28570001	28580000	10000	0	0
Chr09	28575001	28585000	10000	0	0
Chr09	28580001	28590000	10000	0	0
Chr09	28585001	28595000	10000	0	0
Chr09	28590001	28600000	10000	0	0
Chr09	28595001	28605000	10000	0	0
Chr09	28600001	28610000	10000	0	0
Chr09	28605001	28615000	10000	0	0
Chr09	28610001	28620000	10000	0	0
Chr09	28615001	28625000	10000	0	0
Chr09	28620001	28630000	10000	0	0
Chr09	28625001	28635000	10000	0	0
Chr09	28630001	28640000	10000	0	0
Chr09	28635001	28645000	10000	0	0
Chr09	28640001	28650000	10000	0	0
Chr09	28645001	28655000	10000	0	0
Chr09	28650001	28660000	10000	0	0
Chr09	28655001	28665000	10000	0	0
Chr09	28660001	28670000	10000	0	0
Chr09	28665001	28675000	10000	0	0
Chr09	28670001	28680000	10000	0	0
Chr09	28675001	28685000	10000	0	0
Chr09	28680001	28690000	10000	0	0
Chr09	28685001	28695000	10000	0	0
Chr09	28690001	28700000	10000	0	0
Chr09	28695001	28705000	10000	0	0
Chr09	28700001	28710000	10000	0	0
Chr09	28705001	28715000	10000	0	0
Chr09	28710001	28720000	10000	0	0
Chr09	28715001	28725000	10000	0	0
Chr09	28720001	28730000	10000	0	0
Chr09	28725001	28735000	10000	0	0
Chr09	28730001	28740000	10000	0	0
Chr09	28735001	28745000	10000	0	0
Chr09	28740001	28750000	10000	0	0
Chr09	28745001	28755000	10000	0	0
Chr09	28750001	28760000	10000	0	0
Chr09	28755001	28765000	10000	0	0
Chr09	28760001	28770000	10000	0	0
Chr09	28765001	28775000	10000	0	0
Chr09	28770001	28780000	10000	0	0
Chr09	28775001	28785000	10000	0	0
Chr09	28780001	28790000	10000	0	0
Chr09	28785001	28795000	10000	0	0
Chr09	28790001	28800000	10000	0	0
Chr09	28795001	28805000	10000	0	0
Chr09	28800001	28810000	10000	0	0
Chr09	28805001	28815000	10000	0	0
Chr09	28810001	28820000	10000	0	0
Chr09	28815001	28825000	10000	0	0
Chr09	28820001	28830000	10000	0	0
Chr09	28825001	28835000	10000	0	0
Chr09	28830001	28840000	10000	0	0
Chr09	28835001	28845000	10000	0	0
Chr09	28840001	28850000	10000	0	0
Chr09	28845001	28855000	10000	0	0
Chr09	28850001	28860000	10000	0	0
Chr09	28855001	28865000	10000	0	0
Chr09	28860001	28870000	10000	0	0
Chr09	28865001	28875000	10000	0	0
Chr09	28870001	28880000	10000	0	0
Chr09	28875001	28885000	10000	0	0
Chr09	28880001	28890000	10000	0	0
Chr09	28885001	28895000	10000	0	0
Chr09	28890001	28900000	10000	0	0
Chr09	28895001	28905000	10000	0	0
Chr09	28900001	28910000	10000	0	0
Chr09	28905001	28915000	10000	0	0
Chr09	28910001	28920000	10000	0	0
Chr09	28915001	28925000	10000	0	0
Chr09	28920001	28930000	10000	0	0
Chr09	28925001	28935000	10000	0	0
Chr09	28930001	28940000	10000	0	0
Chr09	28935001	28945000	10000	0	0
Chr09	28940001	28950000	10000	0	0
Chr09	28945001	28955000	10000	0	0
Chr09	28950001	28960000	10000	0	0
Chr09	28955001	28965000	10000	0	0
Chr09	28960001	28970000	10000	0	0
Chr09	28965001	28975000	10000	0	0
Chr09	28970001	28980000	10000	0	0
Chr09	28975001	28985000	10000	0	0
Chr09	28980001	28990000	10000	0	0
Chr09	28985001	28995000	10000	0	0
Chr09	28990001	29000000	10000	0	0
Chr09	28995001	29005000	10000	0	0
Chr09	29000001	29010000	10000	0	0
Chr09	29005001	29015000	10000	0	0
Chr09	29010001	29020000	10000	0	0
Chr09	29015001	29025000	10000	0	0
Chr09	29020001	29030000	10000	0	0
Chr09	29025001	29035000	10000	0	0
Chr09	29030001	29040000	10000	0	0
Chr09	29035001	29045000	10000	0	0
Chr09	29040001	29050000	10000	0	0
Chr09	29045001	29055000	10000	0	0
Chr09	29050001	29060000	10000	0	0
Chr09	29055001	29065000	10000	0	0
Chr09	29060001	29070000	10000	0	0
Chr09	29065001	29075000	10000	0	0
Chr09	29070001	29080000	10000	0	0
Chr09	29075001	29085000	10000	0	0
Chr09	29080001	29090000	10000	0	0
Chr09	29085001	29095000	10000	0	0
Chr09	29090001	29100000	10000	0	0
Chr09	29095001	29105000	10000	0	0
Chr09	29100001	29110000	10000	0	0
Chr09	29105001	29115000	10000	0	0
Chr09	29110001	29120000	10000	0	0
Chr09	29115001	29125000	10000	0	0
Chr09	29120001	29130000	10000	0	0
Chr09	29125001	29135000	10000	0	0
Chr09	29130001	29140000	10000	0	0
Chr09	29135001	29145000	10000	0	0
Chr09	29140001	29150000	10000	0	0
Chr09	29145001	29155000	10000	0	0
Chr09	29150001	29160000	10000	0	0
Chr09	29155001	29165000	10000	0	0
Chr09	29160001	29170000	10000	0	0
Chr09	29165001	29175000	10000	0	0
Chr09	29170001	29180000	10000	0	0
Chr09	29175001	29185000	10000	0	0
Chr09	29180001	29190000	10000	0	0
Chr09	29185001	29195000	10000	0	0
Chr09	29190001	29200000	10000	0	0
Chr09	29195001	29205000	10000	0	0
Chr09	29200001	29210000	10000	0	0
Chr09	29205001	29215000	10000	0	0
Chr09	29210001	29220000	10000	0	0
Chr09	29215001	29225000	10000	0	0
Chr09	29220001	29230000	10000	0	0
Chr09	29225001	29235000	10000	0	0
Chr09	29230001	29240000	10000	0	0
Chr09	29235001	29245000	10000	0	0
Chr09	29240001	29250000	10000	0	0
Chr09	29245001	29255000	10000	0	0
Chr09	29250001	29260000	10000	0	0
Chr09	29255001	29265000	10000	0	0
Chr09	29260001	29270000	10000	0	0
Chr09	29265001	29275000	10000	0	0
Chr09	29270001	29280000	10000	0	0
Chr09	29275001	29285000	10000	0	0
Chr09	29280001	29290000	10000	0	0
Chr09	29285001	29295000	10000	0	0
Chr09	29290001	29300000	10000	0	0
Chr09	29295001	29305000	10000	0	0
Chr09	29300001	29310000	10000	0	0
Chr09	29305001	29315000	10000	0	0
Chr09	29310001	29320000	10000	0	0
Chr09	29315001	29325000	10000	0	0
Chr09	29320001	29330000	10000	0	0
Chr09	29325001	29335000	10000	0	0
Chr09	29330001	29340000	10000	0	0
Chr09	29335001	29345000	10000	0	0
Chr09	29340001	29350000	10000	0	0
Chr09	29345001	29355000	10000	0	0
Chr09	29350001	29360000	10000	0	0
Chr09	29355001	29365000	10000	0	0
Chr09	29360001	29370000	10000	0	0
Chr09	29365001	29375000	10000	0	0
Chr09	29370001	29380000	10000	0	0
Chr09	29375001	29385000	10000	0	0
Chr09	29380001	29390000	10000	0	0
Chr09	29385001	29395000	10000	0	0
Chr09	29390001	29400000	10000	0	0
Chr09	29395001	29405000	10000	0	0
Chr09	29400001	29410000	10000	0	0
Chr09	29405001	29415000	10000	0	0
Chr09	29410001	29420000	10000	0	0
Chr09	29415001	29425000	10000	0	0
Chr09	29420001	29430000	10000	0	0
Chr09	29425001	29435000	10000	0	0
Chr09	29430001	29440000	10000	0	0
Chr09	29435001	29445000	10000	0	0
Chr09	29440001	29450000	10000	0	0
Chr09	29445001	29455000	10000	0	0
Chr09	29450001	29460000	10000	0	0
Chr09	29455001	29465000	10000	0	0
Chr09	29460001	29470000	10000	0	0
Chr09	29465001	29475000	10000	0	0
Chr09	29470001	29480000	10000	0	0
Chr09	29475001	29485000	10000	0	0
Chr09	29480001	29490000	10000	0	0
Chr09	29485001	29495000	10000	0	0
Chr09	29490001	29500000	10000	0	0
Chr09	29495001	29505000	10000	0	0
Chr09	29500001	29510000	10000	0	0
Chr09	29505001	29515000	10000	0	0
Chr09	29510001	29520000	10000	0	0
Chr09	29515001	29525000	10000	0	0
Chr09	29520001	29530000	10000	0	0
Chr09	29525001	29535000	10000	0	0
Chr09	29530001	29540000	10000	0	0
Chr09	29535001	29545000	10000	0	0
Chr09	29540001	29550000	10000	0	0
Chr09	29545001	29555000	10000	0	0
Chr09	29550001	29560000	10000	0	0
Chr09	29555001	29565000	10000	0	0
Chr09	29560001	29570000	10000	0	0
Chr09	29565001	29575000	10000	0	0
Chr09	29570001	29580000	10000	0	0
Chr09	29575001	29585000	10000	0	0
Chr09	29580001	29590000	10000	0	0
Chr09	29585001	29595000	10000	0	0
Chr09	29590001	29600000	10000	0	0
Chr09	29595001	29605000	10000	0	0
Chr09	29600001	29610000	10000	0	0
Chr09	29605001	29615000	10000	0	0
Chr09	29610001	29620000	10000	0	0
Chr09	29615001	29625000	10000	0	0
Chr09	29620001	29630000	10000	0	0
Chr09	29625001	29635000	10000	0	0
Chr09	29630001	29640000	10000	0	0
Chr09	29635001	29645000	10000	0	0
Chr09	29640001	29650000	10000	0	0
Chr09	29645001	29655000	10000	0	0
Chr09	29650001	29660000	10000	0	0
Chr09	29655001	29665000	10000	0	0
Chr09	29660001	29670000	10000	0	0
Chr09	29665001	29675000	10000	0	0
Chr09	29670001	29680000	10000	0	0
Chr09	29675001	29685000	10000	0	0
Chr09	29680001	29690000	10000	0	0
Chr09	29685001	29695000	10000	0	0
Chr09	29690001	29700000	10000	0	0
Chr09	29695001	29705000	10000	0	0
Chr09	29700001	29710000	10000	0	0
Chr09	29705001	29715000	10000	0	0
Chr09	29710001	29720000	10000	0	0
Chr09	29715001	29725000	10000	0	0
Chr09	29720001	29730000	10000	0	0
Chr09	29725001	29735000	10000	0	0
Chr09	29730001	29740000	10000	0	0
Chr09	29735001	29745000	10000	0	0
Chr09	29740001	29750000	10000	0	0
Chr09	29745001	29755000	10000	0	0
Chr09	29750001	29760000	10000	0	0
Chr09	29755001	29765000	10000	0	0
Chr09	29760001	29770000	10000	0	0
Chr09	29765001	29775000	10000	0	0
Chr09	29770001	29780000	10000	0	0
Chr09	29775001	29785000	10000	0	0
Chr09	29780001	29790000	10000	0	0
Chr09	29785001	29795000	10000	0	0
Chr09	29790001	29800000	10000	0	0
Chr09	29795001	29805000	10000	0	0
Chr09	29800001	29810000	10000	0	0
Chr09	29805001	29815000	10000	0	0
Chr09	29810001	29820000	10000	0	0
Chr09	29815001	29825000	10000	0	0
Chr09	29820001	29830000	10000	0	0
Chr09	29825001	29835000	10000	0	0
Chr09	29830001	29840000	10000	0	0
Chr09	29835001	29845000	10000	0	0
Chr09	29840001	29850000	10000	0	0
Chr09	29845001	29855000	10000	0	0
Chr09	29850001	29860000	10000	0	0
Chr09	29855001	29865000	10000	0	0
Chr09	29860001	29870000	10000	0	0
Chr09	29865001	29875000	10000	0	0
Chr09	29870001	29880000	10000	0	0
Chr09	29875001	29885000	10000	0	0
Chr09	29880001	29890000	10000	0	0
Chr09	29885001	29895000	10000	0	0
